"AUC","Node","Percent"
"0.5","x5","1"
"0.446428571428571","x5","1"
"0.607142857142857","x5","1"
"0.5","x5","1"
"0.857142857142857","x5","1"
"0.8125","x5","1"
"0.857142857142857","x5","1"
"0.723214285714286","x5","1"
"0.5","x5","1"
"0.857142857142857","x5","1"
"0.947265625","x5","2"
"0.560232979910714","x5","2"
"0.498622349330357","x5","2"
"0.578752790178571","x5","2"
"0.790318080357143","x5","2"
"0.659388950892857","x5","2"
"0.740164620535714","x5","2"
"0.844935825892857","x5","2"
"0.679443359375","x5","2"
"0.805768694196429","x5","2"
"0.980085100446429","x5","3"
"0.923479352678571","x5","3"
"0.9951171875","x5","3"
"0.815412248883929","x5","3"
"0.848353794642857","x5","3"
"0.9576416015625","x5","3"
"0.888532366071428","x5","3"
"0.790196010044643","x5","3"
"0.561767578125","x5","3"
"0.943394252232143","x5","3"
"0.979806082589286","x5","4"
"0.908482142857143","x5","4"
"0.988909040178571","x5","4"
"0.821132114955357","x5","4"
"0.621512276785714","x5","4"
"0.975969587053571","x5","4"
"0.909615652901786","x5","4"
"0.607474190848214","x5","4"
"0.917689732142857","x5","4"
"0.919695172991072","x5","4"
"1","x5","5"
"0.984828404017857","x5","5"
"0.946951729910714","x5","5"
"0.866838727678571","x5","5"
"0.853969029017857","x5","5"
"0.986955915178571","x5","5"
"1","x5","5"
"0.767421177455357","x5","5"
"0.978306361607143","x5","5"
"0.940499441964286","x5","5"
"1","x5","6"
"1","x5","6"
"0.977120535714286","x5","6"
"0.881382533482143","x5","6"
"0.910086495535714","x5","6"
"1","x5","6"
"1","x5","6"
"0.819405691964286","x5","6"
"1","x5","6"
"0.970424107142857","x5","6"
"1","x5","7"
"1","x5","7"
"0.976946149553571","x5","7"
"0.871930803571429","x5","7"
"1","x5","7"
"1","x5","7"
"1","x5","7"
"1","x5","7"
"1","x5","7"
"0.973842075892857","x5","7"
"1","x5","8"
"1","x5","8"
"1","x5","8"
"0.859880719866071","x5","8"
"1","x5","8"
"1","x5","8"
"1","x5","8"
"1","x5","8"
"1","x5","8"
"0.975202287946429","x5","8"
"1","x5","9"
"1","x5","9"
"1","x5","9"
"0.887311662946428","x5","9"
"1","x5","9"
"1","x5","9"
"1","x5","9"
"1","x5","9"
"1","x5","9"
"1","x5","9"
"1","x5","10"
"1","x5","10"
"1","x5","10"
"0.931710379464286","x5","10"
"1","x5","10"
"1","x5","10"
"1","x5","10"
"1","x5","10"
"1","x5","10"
"1","x5","10"
"1","x5","11"
"1","x5","11"
"1","x5","11"
"1","x5","11"
"1","x5","11"
"1","x5","11"
"1","x5","11"
"1","x5","11"
"1","x5","11"
"1","x5","11"
"1","x5","12"
"1","x5","12"
"1","x5","12"
"1","x5","12"
"1","x5","12"
"1","x5","12"
"1","x5","12"
"1","x5","12"
"1","x5","12"
"1","x5","12"
