53,5,1,14,67,74,62,1.731038994,2.641368643,2.419502252,-3.265455299,-3.002332285,2,2,2,2,2,,,
80,5,1,14,67,74,62,2.343093452,3.349454637,2.764518305,-1.605809435,-1.705046137,2,2,2,2,2,,,
54,5,1,14,67,74,62,4.003261995,4.810459331,3.300932933,-1.874668864,-3.341611284,2,2,2,2,2,,,
60,5,1,14,67,74,62,2.019363749,4.012549297,4.624595838,-4.016603904,-1.760143845,2,2,2,2,2,,,
98,5,1,14,67,74,62,2.46071636,3.618124484,4.205015071,-4.524748847,-3.696167864,2,2,2,2,2,,,
55,5,1,14,67,74,62,2.070749456,4.60469422,3.226892155,-1.362173931,-3.122402434,2,2,2,2,2,,,
52,5,1,14,67,74,62,1.315135974,3.938515967,3.264883819,-4.152751407,-4.915704936,2,2,2,2,2,,,
86,5,1,14,67,74,62,3.240167371,1.112744643,2.654614605,-4.543158742,-2.310455306,2,2,2,2,2,,,
87,2,74,62,3.557150531,1.87866117,2,2,,,,,,,,,,,,
82,2,67,74,-2.156832795,-3.5545035,2,2,,,,,,,,,,,,
79,2,74,62,4.070245729,-4.849706971,2,2,,,,,,,,,,,,
41,2,1,14,4.408414182,1.196940891,2,2,,,,,,,,,,,,
32,2,1,14,3.027236297,1.916586995,2,2,,,,,,,,,,,,
36,2,1,14,2.332754183,1.111121728,2,2,,,,,,,,,,,,
48,2,1,14,1.656710763,1.187642006,2,2,,,,,,,,,,,,
12,2,1,14,3.609133151,4.179067639,2,2,,,,,,,,,,,,
42,2,1,14,4.175903441,4.215326749,2,2,,,,,,,,,,,,
9,2,1,14,1.61574069,3.160358618,2,2,,,,,,,,,,,,
8,2,1,14,1.124890474,4.269560704,2,2,,,,,,,,,,,,
34,2,1,14,4.667058077,1.687813392,2,2,,,,,,,,,,,,
16,2,1,14,4.724589839,3.754032399,2,2,,,,,,,,,,,,
23,2,1,14,2.594292088,2.072164423,2,2,,,,,,,,,,,,
50,2,1,14,3.773568019,1.497733053,2,2,,,,,,,,,,,,
31,2,1,14,1.652667123,2.921802291,2,2,,,,,,,,,,,,
37,2,1,14,2.58164517,2.001211962,2,2,,,,,,,,,,,,
1,3,17,56,44,-4.242300039,-2.755218624,2.558217258,2,2,2,,,,,,,,,
14,3,17,56,44,-3.85849503,-3.839290304,1.299196074,2,2,2,,,,,,,,,
19,2,1,14,2.892947904,4.239442661,2,2,,,,,,,,,,,,
59,2,1,14,1.661177233,4.944646618,2,2,,,,,,,,,,,,
18,2,1,14,3.200412405,3.29416114,2,2,,,,,,,,,,,,
6,2,1,14,3.111917712,4.685160496,2,2,,,,,,,,,,,,
51,2,1,14,4.695724984,1.668142652,2,2,,,,,,,,,,,,
40,2,1,14,1.292627485,4.193776022,2,2,,,,,,,,,,,,
5,2,1,14,3.693828803,1.893926446,2,2,,,,,,,,,,,,
11,2,1,14,4.240485427,2.896713141,2,2,,,,,,,,,,,,
24,2,1,14,4.328417992,4.297597157,2,2,,,,,,,,,,,,
2,2,1,14,2.548799955,2.399901591,2,2,,,,,,,,,,,,
20,2,1,14,3.608947824,3.554117365,2,2,,,,,,,,,,,,
28,2,1,14,4.962266475,1.122825496,2,2,,,,,,,,,,,,
25,2,1,14,3.521431515,1.370005713,2,2,,,,,,,,,,,,
49,2,1,14,4.870664303,1.507886826,2,2,,,,,,,,,,,,
15,2,1,14,1.568025856,2.965937348,2,2,,,,,,,,,,,,
30,2,1,14,4.605191814,2.639618051,2,2,,,,,,,,,,,,
4,2,1,14,3.484248372,1.407803233,2,2,,,,,,,,,,,,
27,2,1,14,3.320151629,1.453260505,2,2,,,,,,,,,,,,
35,2,1,14,4.20808829,1.8989426,2,2,,,,,,,,,,,,
57,2,1,14,3.14120859,3.716066267,2,2,,,,,,,,,,,,
81,2,1,14,3.532147588,4.567562209,2,2,,,,,,,,,,,,
92,2,1,14,2.574441116,1.869758244,2,2,,,,,,,,,,,,
7,2,1,14,4.411949563,1.677444038,2,2,,,,,,,,,,,,
26,2,1,14,4.848956426,2.902197704,2,2,,,,,,,,,,,,
29,2,1,14,4.254862589,3.741865471,2,2,,,,,,,,,,,,
21,2,1,14,4.719860078,4.784718884,2,2,,,,,,,,,,,,
95,2,74,62,2.864113949,3.114713032,2,2,,,,,,,,,,,,
83,3,84,74,62,-3.606339069,-1.642474363,-3.723332018,2,2,2,,,,,,,,,
75,3,84,74,62,-2.050681597,-2.909725711,-3.519001189,2,2,2,,,,,,,,,
99,3,84,74,62,-1.859443922,-2.643663733,-2.315059941,2,2,2,,,,,,,,,
97,3,84,74,62,-1.472367843,-1.382297031,-3.189897914,2,2,2,,,,,,,,,
39,2,1,14,4.658793988,4.633977054,2,2,,,,,,,,,,,,
46,2,1,14,1.965692672,4.083098562,2,2,,,,,,,,,,,,
58,2,1,14,-2.472286542,-1.045767928,2,2,,,,,,,,,,,,
89,3,1,14,93,-3.9168126,-3.369546519,-3.05686166,2,2,2,,,,,,,,,
47,3,1,14,93,-4.576723026,-3.964279839,-4.695259285,2,2,2,,,,,,,,,
69,3,1,14,93,-3.908366049,-2.677403427,-1.954469483,2,2,2,,,,,,,,,
63,6,1,14,84,67,74,62,2.415588926,2.760288454,-4.039967689,4.860880913,-2.646381445,-1.141266365,2,2,2,2,2,2
71,6,1,14,84,67,74,62,1.707104034,1.195350579,-1.497943031,2.335586619,-4.947108951,-2.189710782,2,2,2,2,2,2
64,6,1,14,84,67,74,62,2.075546666,2.077753831,-1.200950558,4.505691078,-3.736598291,-3.509420087,2,2,2,2,2,2
70,6,1,14,84,67,74,62,1.016848609,4.666682737,-2.274407908,1.251661496,-4.097982068,-1.135581887,2,2,2,2,2,2
61,6,1,14,84,67,74,62,3.90240672,4.955634305,-2.518707007,1.713400576,-1.612027237,-2.690125296,2,2,2,2,2,2
77,6,1,14,84,67,74,62,2.160776265,4.631967512,-2.715411954,3.913044035,-4.119367469,-4.875505233,2,2,2,2,2,2
88,6,1,14,84,67,74,62,4.94680002,3.396209524,-1.016558104,1.698326702,-2.36109549,-1.263320211,2,2,2,2,2,2
74,1,67,2.246557086,2,,,,,,,,,,,,,,,
90,2,74,62,2.851175715,3.336662059,2,2,,,,,,,,,,,,
94,2,74,62,2.481123408,4.302088183,2,2,,,,,,,,,,,,
96,2,74,62,-1.372149589,-2.107808792,2,2,,,,,,,,,,,,
65,4,1,14,74,62,1.887158694,2.073764919,-1.957627561,1.765001034,2,2,2,2,,,,,,
91,4,1,14,74,62,2.070266712,3.07242298,-1.568398178,4.098656579,2,2,2,2,,,,,,
68,4,1,14,74,62,3.264687372,3.834249057,-2.620715274,2.519634185,2,2,2,2,,,,,,
66,4,1,14,74,62,4.158956176,2.617453535,-3.025460293,1.390629797,2,2,2,2,,,,,,
73,4,1,14,74,62,3.798463392,4.009575913,-2.686621454,3.475561623,2,2,2,2,,,,,,
72,4,1,14,74,62,2.155852723,3.974038865,-2.077763251,3.942301243,2,2,2,2,,,,,,
10,2,1,14,2.412803108,2.350511808,2,2,,,,,,,,,,,,
33,2,1,14,4.652358325,1.498986248,2,2,,,,,,,,,,,,
