	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
G1	0.942192541259509	0.740184394039816	0.581336551244785	0.456969820876722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2	0.0	0.0	0.0	0.834072003156726	0.891314467001962	0.928751696441929	0.953186103399617	0.969119896519417	0.979506844560712	0.986277621040304	0.99069187175109	0.993570655212094	0.995448890966092	0.996675004580307	0.997475945641926	0.997999557543163	0.998342174691684	0.99856659044688	0.998713753687061	0.99881038272053	0.998873922024406
G3	0.0	0.0	0.0	0.0	0.747186368133212	0.814252026779578	0.863526704233755	0.899729939797517	0.926329287231178	0.945872437805399	0.960231238724076	0.970780979055821	0.978532116023724	0.984227053900973	0.988411255207187	0.991485483749846	0.993744189878175	0.995403713008402	0.996623002665086	0.997518842704804	0.998177036902026
G4	0.0	0.0	0.228630028713896	0.238701632380453	0.246133396170342	0.25146602191468	0.255038571291643	0.257050076596808	0.257597202416537	0.256708371484673	0.254381793575956	0.250627651871976	0.2455079971272	0.239163496703135	0.231817810705902	0.0	0.0	0.0	0.0	0.0	0.0
G5	0.0	0.0	0.40095362664628	0.437240823234833	0.460505982493617	0.472528454883704	0.475789402245885	0.473162198701158	0.467248135245603	0.459974275023381	0.452560989834511	0.44567687119658	0.439623146443512	0.434481806995646	0.430216639451956	0.426735906812726	0.423928571993256	0.421683757043274	0.41990017026032	0.418489816955847	0.417378628536548
G6	0.45579981053625	0.358931696592701	0.284324182933213	0.227231540243503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G7	0.766533902120717	0.739607912126695	0.714991012303046	0.693621615696118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G8	0.795308960975126	0.738914828921044	0.693382001782533	0.656618274714181	0.626934464921398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G9	0.0	0.0	0.0	0.0	0.0	0.906920657499192	0.923668447813131	0.937402803858373	0.948665933646934	0.957902485562151	0.965477102288059	0.971688816255679	0.976782854981023	0.980960321980873	0.984386136246481	0.987195542851693	0.989499452188708	0.991388818513731	0.992938230659764	0.994208856671501	0.995250858611293
G10	0.0	0.0	0.0	0.0	0.487707686712502	0.527735406503323	0.558940725033381	0.583340051667761	0.602505919328402	0.61767260352357	0.629815191443064	0.639708108118206	0.647967452758917	0.655080794195121	0.661427929957733	0.667295917049272	0.672891244283624	0.678351135007187	0.683754963299912	0.689135916756259	0.694492520099139
