"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"
0.0	0.5730988437900524	0.7432188691337874	0.08096648810499862	0.995192543505453	0.657568621750373	0.7730560829785299	0.901477139926589	0.6311380280318362	0.7360914240440787	0.8167416409227569	0.035746558639495274	0.7175192027324278	0.07169429410185604	0.46663098585632234	0.21109849567121575	0.34145125288440586	0.7843207839471272	0.6788908379732104	0.9478413710726168	0.6122639238591763	0.021015724228462047	0.48917916084149826	0.23725666808894208	0.2189302879229084	0.18492758428989542	0.3470698504867317	0.9182837204874323	0.09617869615418495	0.24692319195975365	0.5491717609674913	0.8545600271032823	0.38646538799378605	0.57564445124218	0.6005267197018165	0.6309600707350294	0.0853398927211445	0.48386713908535284	0.6306926641772371	0.7829657014630405	0.7113295135076121	0.17932551083142262	0.5288390196631174	0.8196135658152727	0.05137629498559898	0.37645617774675005	0.9491283501208336	0.9062440734764003	0.9308260220579161	0.9099314229940798	0.044996809946071914
10.0	0.5823733022187408	0.7389266076331018	0.08937898916641072	0.9781862052865679	0.6662779872966325	0.7808685183870305	0.8712122230607352	0.6343588199673599	0.7315821277957871	0.8077704875025711	0.04235233002721337	0.6999864062401606	0.07895678605469544	0.47214561492533386	0.23515570926747115	0.33444567260864383	0.7893504500437167	0.6888451021478256	0.9509091964983373	0.6152820949154901	0.022716970441686	0.48975185976770597	0.23334262297318362	0.2262542203306933	0.19612984209078527	0.3438062047345787	0.9203911435883556	0.10600098927164507	0.24428079578013623	0.5610491781069448	0.8319134649589448	0.3789267736445205	0.566849240857998	0.600510482336916	0.6373205350521629	0.09262463547597123	0.4830025507966937	0.6380305201537719	0.7717575905256542	0.7023647463747097	0.19019341943600623	0.5383670464147179	0.8081240074521333	0.06138460318607146	0.38480940906865096	0.948765673597744	0.8919066230458998	0.932121558136456	0.8911957468187296	0.08923822262462786
20.0	0.6051395417424368	0.7283860244652735	0.11015250208161087	0.9356289693802661	0.6872948133720145	0.7931855581255921	0.8014853319870027	0.6424066311625508	0.7204337853508851	0.7866400696985021	0.05806702449301659	0.6593077391330109	0.09530663079905755	0.47411582032891336	0.2889782112153036	0.31851221345071634	0.8015951387730627	0.7122013710425913	0.9570931646783712	0.6219459653380863	0.026728332001058328	0.4911321607514405	0.22392718304126277	0.24407942780902725	0.22764794652020703	0.3233682982635097	0.9254373424835354	0.1296920358013961	0.23611106354723538	0.5894698756296697	0.7834249268049939	0.3702393225250576	0.5442235631499488	0.5952185066530681	0.6480102041022836	0.09914723159623824	0.47918185791121565	0.6561831973967764	0.7432084740907725	0.6817349826287918	0.21194881688828898	0.5619674482067992	0.8157096695561313	0.08000401840819722	0.4054838265839053	0.9480302021095257	0.8548905851233124	0.9353417247536759	0.8528703528643012	0.1712200022475973
30.0	0.6355585638064506	0.7142988307496272	0.13811300182232084	0.8775495428485373	0.7148485133195788	0.7948745320883632	0.7146929871894715	0.6532308548919199	0.7054267141580637	0.7598157826740187	0.07834251731785066	0.608227060911882	0.11540020041488175	0.4639616297483655	0.3536951626187199	0.29783696301675433	0.8178086828803597	0.7419075649867914	0.9638567416380045	0.6294044938544626	0.03187081612394068	0.4929395357374341	0.21186049070456978	0.26764117765177553	0.27506986017142177	0.29125571926339017	0.9320041192040994	0.16074671811965793	0.22349772274982166	0.6263397513573726	0.7356671781197858	0.3730571546805685	0.5136847373169569	0.5834896590192117	0.6606394321384362	0.09863194264032417	0.47164685678205276	0.6806554801799332	0.705738571763199	0.6560442501626434	0.23489897349038089	0.5938087514253536	0.8360743172675561	0.10215323791168766	0.43312202905775965	0.9474262052198946	0.8047483825685571	0.9397060499130532	0.8109366359040564	0.25223132967852574
40.0	0.6696099581621834	0.6985288674733937	0.16967143573371327	0.8112550685495754	0.745103439540332	0.7809102060259692	0.6243157505785937	0.6653471878251326	0.6885161163675889	0.731639222742702	0.10024326014994307	0.5545298905754471	0.13627010883036192	0.44304154896157266	0.41874082520839956	0.2744830100946352	0.8357955801035132	0.7735647141184886	0.970157081116284	0.6357660583839182	0.03740589860880776	0.4949218649775992	0.19942673800729305	0.2937137598814249	0.3325510702187631	0.2568154621205359	0.9391696142957228	0.19485409256822225	0.2080364888701095	0.6663728998036088	0.7037168673945912	0.39019412214876736	0.47920438568557205	0.5672848476271093	0.6755028069400786	0.0914967381439311	0.46064867675536164	0.7082918369954955	0.6654039152038507	0.6292382888354822	0.25483483093913484	0.6297953761468434	0.8608862369098481	0.12608752500338505	0.46387033310799897	0.9471471120228838	0.7487567720359914	0.9446648637319051	0.7724849982412572	0.3198628123985216
50.0	0.7045915983632908	0.6823308441643062	0.2023889112769754	0.74193305038733	0.7755873686997273	0.7526683255453667	0.5380128750895595	0.6777392686926293	0.6710588569250254	0.7051253391192287	0.12194481114730078	0.5027707077207021	0.15631031005315005	0.4147536082128195	0.47868362742983345	0.25001081917318896	0.8541103220336544	0.8045428679414313	0.9756368049022341	0.639640074931496	0.04288453837470458	0.49691721230314434	0.18862666489810936	0.3201802385680162	0.39439887085588915	0.22517208179893078	0.9463531299859693	0.229242103871779	0.19121753936024855	0.7062450401907322	0.6902780769335731	0.41933492892195406	0.443361320707957	0.5488725629232373	0.6913583630610574	0.08054881682479062	0.4468756839986371	0.7369244557581552	0.6259783623458008	0.6035548446691349	0.27042477220790095	0.6671130340045833	0.885606955430005	0.15107546242818135	0.49503754155987	0.9472214876067194	0.6920056740862577	0.9498384366710356	0.7400357674737171	0.37235376534538295
60.0	0.7387485345149667	0.6665206999582652	0.234655114877129	0.6731336432172149	0.8047779532503677	0.7112207631285927	0.45972447000047395	0.6897458703457078	0.653985655339951	0.6825028378627198	0.14237798383919104	0.45544271010883974	0.17473102751385977	0.38224316288319643	0.5311575072046809	0.22570205258118278	0.8718375034794059	0.8333744047883188	0.9802407723150658	0.6396788746814133	0.048047752622668326	0.4988262672045584	0.18132596630792777	0.345708310499583	0.45614518416043115	0.19835677106660124	0.9532059472211253	0.26220631870039435	0.17419563317564193	0.7439744805008962	0.6922373928720388	0.45661487990289173	0.40819209969666476	0.5300542534188367	0.7067226706215931	0.06832659250166812	0.43112269123059743	0.7651062237310376	0.5896213237758936	0.5801510115154211	0.28174034133482617	0.7038852241210773	0.9080270604541288	0.17670257303907816	0.5248709847860846	0.9476054729252321	0.6379466882325656	0.9549712924760557	0.7138957425689284	0.4116119356289229
70.0	0.7709988288643351	0.6516018898728521	0.2654512850520565	0.6071657204742171	0.8318052050487541	0.6578607269040128	0.3910802725476668	0.7009681493444996	0.63792975316588	0.6654728764705693	0.16097813427695817	0.41376396347319816	0.1912205253189183	0.34795958997169874	0.5755555858444202	0.20250799132507277	0.8884318055778785	0.8593406344015914	0.9840366858488391	0.6344058197580701	0.05276023002137584	0.5005925911882976	0.1792447731555182	0.369512745550595	0.5147654886959795	0.17682548321880545	0.9595348904401079	0.29277282253185755	0.15776978105704254	0.7784812242181833	0.7051235828087579	0.4983110068757175	0.37546922179561715	0.5120448294178639	0.7206118043546806	0.05644734136073901	0.4141343491387574	0.7919094410582734	0.557417083856722	0.5595158299174209	0.28944250332172994	0.7389148706439221	0.927279854418144	0.20258356660753352	0.5523313332590073	0.9482292414591382	0.5888430715658912	0.95989802848399	0.6934180576502182	0.44037875910112956
80.0	0.8007320682710458	0.6378584842698022	0.29417620781006615	0.5454203711201383	0.8562389115757006	0.5966795256020044	0.33233033035146814	0.7111967099514973	0.6233185793634676	0.6551905741923643	0.17750994977150888	0.37819739305818056	0.20573291099651042	0.31366927918085097	0.6122227801370471	0.1810500975237826	0.9036022268283823	0.8821925521644055	0.9871330095228649	0.6226218162358715	0.05696575769602445	0.5021885540799548	0.18379215679986663	0.3911831444402712	0.5684731355910174	0.1603341613498244	0.9652491443422984	0.32045862540898556	0.14244119826456056	0.8092773244327316	0.7248620790243152	0.5414362203018365	0.3468434136658922	0.49555777894301517	0.7325709290027117	0.045756951884026724	0.39654404288822714	0.8167756260765792	0.5297600765497888	0.541739521096819	0.29435678335616156	0.7714909930293489	0.9432326327705403	0.22829306710691247	0.576886730559217	0.9490198606640597	0.5460591279137198	0.9645178456037524	0.6776596194695923	0.4612098321393742
90.0	0.8276622205413113	0.6254233565073039	0.3205190900798708	0.48863334073561104	0.8779379801478724	0.533065771634024	0.28294952213341246	0.7203549206860308	0.6104328063080705	0.6521085316925216	0.19194608768863025	0.34878252277754257	0.218361622076087	0.28057388625116975	0.6419685744751762	0.16167086103924153	0.9172289086000266	0.9019642687855367	0.9896429842494463	0.604158029643103	0.06065730811049154	0.5036054019272872	0.19582993275934843	0.41056016717969185	0.6164120883216987	0.14834460968200336	0.9703235289999969	0.3451026886100006	0.12848531648816627	0.8362523650683787	0.7482585748610964	0.5838335775572574	0.32385617086551144	0.48093532052607796	0.7425149192083633	0.03659237031994898	0.3788610930350242	0.8394044761676881	0.506619504804937	0.5266870483619506	0.2972723319297886	0.8012448909634091	0.9561223000152265	0.25338902466241975	0.5983494788934587	0.949911810145765	0.5102269346238996	0.9687756568736007	0.6657060446094373	0.4761884367592922
