"","min","max","links","MeanAUC","DyAcc","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",3,21,761,0.961305174701459,0.952,0.427395100027508,0.0216092347465722,0.678,0.194444444444444,0.0183968462549277,0.307660626029654,0.0336134453781513,0.452457777468096,0.0380561728766398,0.68,0.246753246753247,0.0249671484888305,0.306231943871234,0.045346062052506
"2",5,17,524,0.984336072091174,0.983,0.442235638618687,0.0254052153649117,0.7676,0.0869565217391304,0.0114503816793893,0.213081036610448,0.0202360876897133,0.48744445814194,0.0414050379595887,0.7708,0.181818181818182,0.0267175572519084,0.210482872472142,0.0465890183028286
"3",3,17,599,0.934359708795799,0.973,0.467371260490738,0.0385565870163749,0.7404,0.162162162162162,0.0200333889816361,0.241962077493817,0.0356612184249629,0.483711294895777,0.0557000439724824,0.7416,0.194805194805195,0.0250417362270451,0.241023524556335,0.0443786982248521
"4",1,15,451,0.994369172494172,0.994,0.45819362142387,0.0265108606328697,0.7964,0.0857142857142857,0.0133037694013304,0.183127572016461,0.0230326295585413,0.491217820561609,0.0562603203520473,0.7992,0.168831168831169,0.0288248337028825,0.180767643417251,0.0492424242424242
"5",4,14,441,0.976689223057644,0.974,0.476339324215518,0.0251464939518617,0.8016,0.123287671232877,0.0204081632653061,0.177997527812114,0.0350194552529183,0.500927260935516,0.0390273206219596,0.8032,0.168831168831169,0.0294784580498866,0.176640528270739,0.0501930501930502
"6",3,15,426,0.934709821428571,0.992,0.468683365672129,0.0229959105188108,0.8064,0.108108108108108,0.0187793427230047,0.172300082440231,0.032,0.486538636765628,0.0343716913677039,0.8076,0.142857142857143,0.0258215962441315,0.171275278580272,0.0437375745526839
"7",4,15,492,0.953162393162393,0.965,0.461330931880727,0.0299631739956069,0.782,0.136986301369863,0.0203252032520325,0.198599093531108,0.0353982300884956,0.485788252193535,0.0547664553199936,0.7836,0.181818181818182,0.0284552845528455,0.197276104003302,0.0492091388400703
"8",4,16,519,0.955845295055821,0.98,0.452522649370562,0.0212003564033346,0.7696,0.10958904109589,0.0154142581888247,0.210548001648125,0.027027027027027,0.477314266418682,0.040077571031927,0.7712,0.155844155844156,0.023121387283237,0.209244737928188,0.0402684563758389
"9",3,22,805,0.89312996031746,0.967,0.484622630165304,0.0257980851664089,0.6684,0.306451612903226,0.0236024844720497,0.32239540607055,0.0438292964244521,0.556557557176625,0.0436064206291897,0.6744,0.441558441558442,0.0422360248447205,0.31820057779612,0.0770975056689342
"10",2,15,415,0.948181818181818,0.993,0.497358479113336,0.028422993371561,0.8156,0.171428571428571,0.0289156626506024,0.165843621399177,0.0494845360824742,0.538542967556587,0.0530679809726022,0.8184,0.246753246753247,0.0457831325301205,0.163433759801898,0.0772357723577236
"11",3,20,515,0.934111642743222,0.965,0.450988905686065,0.0339267121069868,0.7712,0.0985915492957746,0.0135922330097087,0.209139563606422,0.0238907849829352,0.487615974615563,0.0629964420305169,0.7736,0.168831168831169,0.0252427184466019,0.207181180354932,0.0439189189189189
"12",2,17,418,0.989773540995346,0.987,0.477289320663249,0.0246253070363434,0.8104,0.121621621621622,0.0215311004784689,0.168590272052762,0.0365853658536585,0.496684908158288,0.0498337404799978,0.8116,0.155844155844156,0.0287081339712919,0.167560874948411,0.0484848484848485
"13",3,17,470,0.956140350877193,0.992,0.473635595252761,0.0447449166228946,0.7916,0.130434782608696,0.0191489361702128,0.189633895516248,0.0333951762523191,0.514222467586066,0.0683612538985519,0.7948,0.220779220779221,0.0361702127659574,0.18695831613702,0.0621572212065814
"14",3,17,508,0.954530423280423,0.993,0.4971365153785,0.0435988180093541,0.778,0.178082191780822,0.0255905511811024,0.203955500618047,0.044750430292599,0.516532580090153,0.0542533181861966,0.7796,0.220779220779221,0.0334645669291339,0.202641353693768,0.0581196581196581
"15",3,22,762,0.993912812333865,0.991,0.45385680802119,0.0303955631292807,0.6788,0.202898550724638,0.0183727034120735,0.307692307692308,0.0336943441636582,0.494889345075066,0.0499521018952982,0.682,0.285714285714286,0.0288713910761155,0.305406520841931,0.0524433849821216
"16",3,17,481,0.962031024531025,0.981,0.458478974846026,0.0221429581124092,0.784,0.106666666666667,0.0166320166320166,0.195051546391753,0.0287769784172662,0.46972466246094,0.0316151478159583,0.7848,0.12987012987013,0.0207900207900208,0.194387123400743,0.03584229390681
"17",3,24,533,0.992292884344442,0.991,0.427108599280278,0.0101688374008061,0.7648,0.0634920634920635,0.0075046904315197,0.217070168239639,0.0134228187919463,0.512743138001081,0.0618894696175007,0.7704,0.233766233766234,0.0337711069418387,0.212546430045398,0.059016393442623
"18",1,14,384,0.990757575757576,0.992,0.477565297838263,0.0248153466819232,0.8228,0.106666666666667,0.0208333333333333,0.155051546391753,0.0348583877995643,0.490459396154815,0.0353692030169537,0.8236,0.12987012987013,0.0260416666666667,0.154354106479571,0.0433839479392625
"19",4,22,467,0.984711561890838,0.981,0.440403854675216,0.0112265972300089,0.7888,0.0704225352112676,0.0107066381156317,0.190201729106628,0.0185873605947955,0.477815416115045,0.0395791311733114,0.7912,0.142857142857143,0.0235546038543897,0.188196450680974,0.0404411764705882
