148	1	1
190	1	1
203	1	1
24	1	1
298	10	1
344	100	1
344	101	1
344	102	1
344	103	1
64	103	1
344	104	1
344	105	1
344	106	1
190	107	1
181	108	1
6	11	1
154	110	1
66	112	1
114	115	1
119	116	1
119	117	1
24	117	1
119	118	1
292	118	1
66	118	1
413	12	1
127	120	1
346	120	1
143	121	1
274	121	1
123	122	1
154	123	1
154	124	1
154	125	1
154	126	1
346	127	1
154	128	1
56	129	1
66	129	1
282	13	1
413	13	1
66	13	1
344	130	1
136	131	1
136	132	1
137	132	1
137	133	1
137	134	1
136	135	1
137	135	1
193	136	1
292	136	1
66	136	1
136	137	1
193	137	1
137	138	1
137	139	1
282	14	1
6	14	1
136	140	1
137	140	1
136	141	1
137	141	1
136	142	1
137	142	1
143	144	1
190	144	1
24	144	1
274	144	1
66	144	1
241	145	1
359	145	1
143	146	1
274	146	1
418	146	1
148	147	1
282	149	1
331	149	1
151	150	1
66	150	1
66	151	1
24	152	1
24	153	1
241	153	1
339	153	1
359	153	1
66	154	1
156	155	1
339	155	1
66	155	1
156	157	1
66	157	1
158	159	1
143	16	1
66	16	1
160	162	1
161	162	1
227	162	1
324	162	1
267	163	1
164	165	1
190	165	1
24	165	1
66	166	1
66	167	1
270	168	1
346	169	1
66	169	1
18	17	1
24	17	1
324	170	1
169	171	1
190	171	1
346	171	1
143	172	1
175	172	1
24	172	1
66	172	1
175	173	1
66	173	1
175	174	1
66	174	1
175	176	1
66	176	1
24	177	1
66	177	1
227	178	1
252	179	1
324	179	1
24	18	1
282	18	1
181	180	1
66	180	1
181	182	1
66	182	1
298	183	1
345	184	1
324	185	1
69	186	1
188	187	1
345	189	1
20	19	1
66	19	1
190	191	1
69	193	1
345	194	1
345	195	1
344	196	1
64	196	1
127	197	1
190	197	1
346	197	1
346	199	1
359	2	1
66	20	1
127	200	1
143	200	1
190	200	1
345	201	1
143	202	1
148	202	1
24	202	1
119	203	1
207	205	1
227	206	1
339	208	1
66	209	1
20	21	1
66	21	1
282	210	1
298	210	1
227	211	1
213	212	1
344	214	1
215	216	1
66	216	1
24	217	1
219	218	1
20	22	1
66	22	1
413	220	1
413	221	1
227	223	1
227	224	1
345	225	1
344	226	1
229	228	1
20	23	1
66	23	1
413	230	1
227	231	1
237	232	1
66	232	1
66	233	1
237	234	1
66	234	1
237	235	1
237	236	1
66	236	1
258	237	1
66	237	1
233	238	1
66	238	1
237	239	1
143	24	1
258	240	1
270	240	1
66	240	1
339	241	1
24	242	1
339	243	1
344	244	1
246	245	1
66	245	1
66	246	1
251	247	1
252	247	1
251	248	1
251	249	1
30	25	1
252	250	1
251	252	1
413	253	1
413	254	1
157	255	1
66	255	1
257	256	1
30	26	1
261	260	1
345	262	1
345	263	1
137	264	1
64	264	1
380	266	1
385	266	1
169	267	1
346	267	1
269	268	1
30	27	1
66	270	1
270	271	1
66	271	1
143	272	1
190	272	1
274	272	1
143	273	1
190	273	1
274	273	1
282	275	1
143	276	1
241	277	1
339	277	1
359	277	1
193	278	1
279	278	1
282	278	1
30	28	1
143	280	1
274	280	1
344	281	1
413	283	1
90	283	1
274	284	1
143	285	1
190	285	1
24	285	1
274	285	1
82	286	1
66	287	1
82	287	1
88	287	1
346	288	1
66	289	1
30	29	1
111	290	1
113	290	1
190	290	1
227	290	1
292	290	1
111	291	1
190	291	1
227	291	1
292	291	1
190	292	1
227	293	1
193	294	1
227	294	1
282	294	1
190	295	1
282	296	1
344	297	1
413	299	1
4	3	1
413	300	1
413	301	1
304	302	1
304	303	1
304	305	1
269	306	1
222	307	1
66	308	1
82	308	1
148	309	1
413	31	1
413	310	1
413	311	1
282	312	1
413	312	1
66	312	1
324	313	1
190	314	1
315	314	1
346	314	1
304	316	1
258	317	1
148	318	1
258	318	1
66	318	1
324	319	1
413	32	1
324	320	1
324	321	1
324	322	1
324	323	1
267	325	1
148	326	1
324	327	1
324	328	1
330	329	1
413	33	1
193	332	1
222	333	1
222	334	1
344	335	1
337	336	1
66	336	1
337	338	1
66	338	1
385	34	1
64	340	1
342	341	1
344	343	1
344	345	1
66	345	1
82	345	1
90	345	1
222	347	1
349	348	1
346	349	1
385	35	1
227	350	1
143	351	1
24	351	1
413	351	1
66	351	1
227	352	1
413	353	1
413	354	1
344	355	1
64	355	1
15	356	1
154	357	1
190	357	1
24	357	1
241	357	1
339	357	1
359	357	1
358	359	1
380	36	1
324	360	1
66	361	1
66	362	1
222	363	1
59	364	1
193	365	1
227	365	1
222	366	1
137	367	1
59	368	1
77	368	1
143	369	1
190	369	1
229	369	1
370	369	1
66	369	1
380	37	1
385	37	1
413	371	1
413	372	1
66	373	1
154	374	1
274	375	1
376	375	1
378	377	1
380	379	1
385	38	1
137	381	1
64	381	1
66	382	1
82	382	1
88	382	1
385	383	1
385	384	1
413	386	1
66	387	1
66	388	1
82	388	1
40	39	1
389	390	1
66	390	1
391	392	1
401	392	1
222	393	1
344	394	1
119	395	1
222	396	1
222	397	1
222	398	1
222	399	1
114	400	1
114	401	1
413	402	1
331	403	1
405	404	1
344	406	1
64	406	1
408	407	1
339	409	1
339	41	1
339	410	1
324	411	1
339	412	1
66	414	1
415	416	1
66	416	1
420	419	1
43	42	1
417	421	1
198	422	1
346	422	1
241	423	1
339	423	1
359	423	1
143	44	1
413	45	1
346	46	1
46	47	1
46	48	1
24	49	1
143	5	1
203	5	1
282	5	1
66	5	1
49	50	1
53	51	1
53	52	1
55	54	1
143	56	1
193	56	1
274	56	1
66	56	1
190	57	1
56	57	1
66	57	1
190	58	1
30	58	1
154	60	1
66	60	1
345	61	1
324	62	1
66	63	1
282	64	1
64	65	1
292	67	1
68	67	1
292	68	1
148	7	1
274	7	1
282	7	1
413	7	1
344	70	1
324	71	1
66	72	1
143	73	1
24	73	1
74	75	1
143	76	1
24	76	1
77	78	1
77	79	1
9	8	1
77	80	1
77	81	1
66	83	1
344	84	1
24	85	1
346	85	1
418	85	1
66	85	1
143	86	1
274	86	1
418	86	1
66	86	1
66	87	1
82	87	1
88	87	1
143	89	1
274	89	1
345	91	1
190	92	1
282	92	1
298	92	1
64	93	1
66	95	1
94	95	1
66	96	1
97	96	1
344	98	1
344	99	1
