"","Acc","Recall","Pre","FPR","Fmeasure","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",0.7996,0.185185185185185,0.0214132762312634,0.186835650040883,0.0383877159309021,0.8028,0.290322580645161,0.0385438972162741,0.184167350287121,0.0680529300567108
"2",0.7808,0.148148148148148,0.0156862745098039,0.205233033524121,0.0283687943262411,0.784,0.258064516129032,0.0313725490196078,0.202625102543068,0.0559440559440559
"3",0.8088,0.2,0.0247191011235955,0.177505112474438,0.044,0.8116,0.290322580645161,0.0404494382022472,0.175143560295324,0.0710059171597633
"4",0.8012,0.218181818181818,0.0257510729613734,0.185685071574642,0.0460652591170825,0.804,0.306451612903226,0.0407725321888412,0.183347005742412,0.071969696969697
"5",0.776,0.218181818181818,0.0226843100189036,0.211451942740286,0.0410958904109589,0.7788,0.306451612903226,0.0359168241965974,0.209187858900738,0.0642978003384095
"6",0.8196,0.135593220338983,0.0196078431372549,0.163867267513314,0.0342612419700214,0.8208,0.17741935483871,0.0269607843137255,0.162838392124692,0.0468085106382979
"7",0.7736,0.140350877192982,0.0152380952380952,0.211625051166598,0.0274914089347079,0.7756,0.209677419354839,0.0247619047619048,0.210008203445447,0.0442930153321976
"8",0.7724,0.226415094339623,0.0222222222222222,0.215774417654271,0.0404721753794266,0.776,0.338709677419355,0.0388888888888889,0.212879409351928,0.0697674418604651
"9",0.7556,0.245614035087719,0.0240549828178694,0.232501023331969,0.0438184663536776,0.7576,0.306451612903226,0.0326460481099656,0.230926989335521,0.0590062111801242
"10",0.782,0.211538461538462,0.0213592233009709,0.205882352941176,0.0388007054673721,0.786,0.338709677419355,0.0407766990291262,0.202625102543068,0.072790294627383
"11",0.79,0.166666666666667,0.0184049079754601,0.196238757154538,0.0331491712707182,0.7932,0.274193548387097,0.0347648261758691,0.193601312551272,0.0617059891107078
"12",0.7592,0.259259259259259,0.0243055555555556,0.229762878168438,0.0444444444444444,0.7624,0.354838709677419,0.0381944444444444,0.227235438884331,0.0689655172413793
"13",0.7192,0.185185185185185,0.0149700598802395,0.269010629599346,0.0277008310249307,0.7224,0.290322580645161,0.0269461077844311,0.266611977030353,0.0493150684931507
"14",0.7872,0.157894736842105,0.0182555780933063,0.198117069177241,0.0327272727272727,0.7892,0.225806451612903,0.0283975659229209,0.196472518457752,0.0504504504504504
"15",0.7684,0.214285714285714,0.0219378427787934,0.218903436988543,0.0398009950248756,0.7708,0.290322580645161,0.0329067641681901,0.216981132075472,0.0591133004926108
"16",0.778,0.228070175438596,0.0248091603053435,0.209169054441261,0.044750430292599,0.78,0.290322580645161,0.0343511450381679,0.207547169811321,0.0614334470989761
"17",0.7992,0.189655172413793,0.0236051502145923,0.186322686322686,0.0419847328244275,0.8008,0.241935483870968,0.0321888412017167,0.184987694831829,0.0568181818181818
"18",0.7916,0.206896551724138,0.0246406570841889,0.194512694512695,0.0440366972477064,0.7932,0.258064516129032,0.0328542094455852,0.193191140278917,0.058287795992714
"19",0.7604,0.163636363636364,0.0160142348754448,0.226175869120654,0.0291734197730956,0.7632,0.258064516129032,0.0284697508896797,0.223954060705496,0.0512820512820513
"20",0.7836,0.137931034482759,0.0160320641282565,0.201064701064701,0.0287253141831239,0.7852,0.193548387096774,0.0240480961923848,0.199753896636587,0.0427807486631016
"21",0.802,0.218181818181818,0.0258620689655172,0.184867075664622,0.046242774566474,0.8048,0.306451612903226,0.040948275862069,0.182526661197703,0.0722433460076046
"22",0.7736,0.203703703703704,0.0205992509363296,0.213818479149632,0.0374149659863946,0.7768,0.306451612903226,0.0355805243445693,0.21123872026251,0.063758389261745
"23",0.7928,0.166666666666667,0.0209205020920502,0.191803278688525,0.0371747211895911,0.7936,0.193548387096774,0.0251046025104603,0.191140278917145,0.0444444444444444
