"","min","max","links","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",4,48,2699,0.429631990516187,0.00422448188451075,0.7228,0.123711340206186,0.00444609114486847,0.271331919620317,0.00858369098712446,0.400714966854669,0.00472936389598515,0.7218,0.0229885057471264,0.000741015190811412,0.272066982749924,0.00143575017946877
"2",3,50,2999,0.450744812543862,0.00658855789818689,0.694,0.178947368421053,0.00566855618539513,0.301060070671378,0.010989010989011,0.383670977095975,0.00456233809719333,0.6927,0.0487804878048781,0.00133377792597533,0.301976204880016,0.00259655955858487
"3",3,49,2907,0.445497030349985,0.00283509698726729,0.702,0.0804597701149425,0.00240798073615411,0.292545142741854,0.00467601870407482,0.440178813064072,0.00450868530955849,0.7016,0.036144578313253,0.00103199174406605,0.292830493092669,0.0020066889632107
"4",4,46,2703,0.449154136413764,0.00559052028494454,0.7231,0.163265306122449,0.00591934887162412,0.271359321349222,0.0114244912531239,0.403774532056382,0.00484971768674834,0.7219,0.0465116279069767,0.00147983721790603,0.272241274964696,0.00286841161706705
"5",5,45,2688,0.452547668937905,0.00610689029019675,0.7242,0.142857142857143,0.00520833333333333,0.270046455261563,0.0100502512562814,0.421939034978963,0.00613968707638564,0.7232,0.0454545454545455,0.00148809523809524,0.270782889426957,0.00288184438040346
"6",5,51,2984,0.425015942410005,0.00331258795104627,0.6947,0.120879120879121,0.00368632707774799,0.300030275507115,0.00715447154471545,0.410398587107598,0.00457810378496029,0.6939,0.036144578313253,0.00100536193029491,0.300594937985278,0.0019563090968373
"7",4,46,2922,0.445138852016025,0.00429082693207393,0.7003,0.0967741935483871,0.00308008213552361,0.294034521045725,0.00597014925373134,0.404319741622931,0.0042,0.6994,0,0,0.294675272287213,0
"8",4,45,2886,0.45202374906489,0.00520685621905861,0.7039,0.11340206185567,0.00381150381150381,0.290316065838635,0.0073751257123701,0.429346757966636,0.00558329307475943,0.7034,0.0652173913043478,0.00207900207900208,0.290674202664514,0.00402955003357958
"9",3,45,2889,0.491394148020654,0.00215,0.7049,0.147727272727273,0.00449982692973347,0.290153349475383,0.00873362445414847,0.491394148020654,0.0038,0.7037,0.0131578947368421,0.000346140533056421,0.291011688835147,0.000674536256323777
"10",4,44,2603,0.431874378018326,0.00452382014187767,0.7322,0.121212121212121,0.00461006530925855,0.261690738309262,0.00888230940044412,0.411756902347704,0.00551858845541131,0.7315,0.0543478260869565,0.00192086054552439,0.262212353653613,0.00371057513914657
"11",3,49,2899,0.413730776458043,0.00405327622474269,0.7025,0.104166666666667,0.0034494653328734,0.291700323101777,0.00667779632721202,0.379619033966299,0.00474553286103804,0.7017,0.0227272727272727,0.000689893066574681,0.29227199354318,0.00133913625711416
"12",3,51,2995,0.408203600907818,0.00388543023080969,0.693,0.0967741935483871,0.00300500834724541,0.301403048349652,0.00582901554404145,0.362843018563358,0.00425,0.6922,0.0117647058823529,0.000333889816360601,0.30196671709531,0.000649350649350649
"13",5,42,2713,0.423450651228462,0.00409310355590669,0.7214,0.10752688172043,0.00368595650571323,0.272837387705663,0.00712758374910905,0.373877962682804,0.00415,0.7204,0,0,0.273570636281133,0
"14",4,49,2851,0.45110726028342,0.00478319907331881,0.7067,0.0980392156862745,0.00350754121360926,0.287027682360073,0.00677277345072807,0.433837294556983,0.00572141512779522,0.7061,0.0416666666666667,0.0014030164854437,0.287459612277868,0.00271462504241602
"15",4,46,2921,0.403959239969497,0.00244458059850785,0.6997,0.0543478260869565,0.00171174255391989,0.29430763019782,0.00331895121141719,0.399127955682789,0.00464620969545297,0.6994,0.0224719101123595,0.000684697021567956,0.294521239027343,0.00132890365448505
"16",5,48,3093,0.452833732420795,0.00308130218383977,0.6838,0.112359550561798,0.00323310701584222,0.311068509736656,0.00628535512256443,0.452311816030894,0.00517458440778124,0.6836,0.0919540229885057,0.00258648561267378,0.311207505296076,0.0050314465408805
"17",3,48,2882,0.427714062801284,0.00453582838612363,0.7052,0.148936170212766,0.00485773768216516,0.289521502119927,0.00940860215053763,0.391237791211171,0.00492903169946173,0.7043,0.0588235294117647,0.00173490631505899,0.290166414523449,0.00337040781934614
"18",3,49,2802,0.471896480532343,0.00529396813962362,0.7122,0.0957446808510638,0.00321199143468951,0.281950333131435,0.00621546961325967,0.454472016929631,0.00583483847620568,0.7119,0.0659340659340659,0.00214132762312634,0.282167726309416,0.00414794331144141
"19",4,47,2816,0.46711032191291,0.00359974969456778,0.7112,0.1,0.00319602272727273,0.283249243188698,0.00619408121128699,0.463434178059317,0.00546032433485589,0.7109,0.0689655172413793,0.00213068181818182,0.283466155553314,0.00413365483982087
"20",3,43,2957,0.413802071558101,0.00309535102274153,0.696,0.0631578947368421,0.00202908353060534,0.297930338213024,0.00393184796854522,0.403131823501092,0.00493319457545016,0.6956,0.021978021978022,0.000676361176868448,0.29821374508023,0.00131233595800525
"21",4,39,2546,0.413206752807076,0.00341752544268354,0.7373,0.0736842105263158,0.00274941084053417,0.256335184250379,0.00530102234002272,0.40943471489433,0.00554085990722415,0.7371,0.0537634408602151,0.00196386488609584,0.256485313414757,0.00378931413414172
"22",3,57,3225,0.423738714225056,0.00464359494708854,0.6715,0.166666666666667,0.00465116279069767,0.323915237134208,0.00904977375565611,0.36661074550797,0.00423937927103857,0.6702,0.025974025974026,0.00062015503875969,0.32480096744936,0.00121138703815869
"23",4,45,2807,0.472649564623287,0.00560531642693037,0.7128,0.150537634408602,0.00498753117206983,0.281921873422832,0.0096551724137931,0.455319644314849,0.00581005558866732,0.7121,0.0813953488372093,0.00249376558603491,0.282428888440589,0.00483926719668165
"24",3,49,3014,0.412054412857482,0.00304815781636315,0.6918,0.113636363636364,0.0033178500331785,0.303066989507667,0.00644745325596389,0.402688437332376,0.00479070622235753,0.6915,0.0823529411764706,0.00232249502322495,0.303277861825517,0.00451758631816715
"25",3,43,2685,0.432823084929004,0.00346258909388516,0.723,0.0618556701030928,0.00223463687150838,0.270524083611027,0.00431344356578001,0.427891311803734,0.00769729885154047,0.7228,0.0421052631578947,0.00148975791433892,0.270671378091873,0.00287769784172662
"26",4,47,2890,0.449873051400358,0.00539688275841071,0.7042,0.145833333333333,0.00484429065743945,0.290387722132472,0.00937709310113865,0.387243888970003,0.00431509545259545,0.7029,0.0120481927710843,0.000346020761245675,0.29131793889281,0.00067272115708039
"27",4,45,2905,0.409884964903095,0.00794743840947802,0.7019,0.0957446808510638,0.00309810671256454,0.292348071875631,0.00600200066688896,0.366397578203835,0.00425,0.701,0,0,0.292990418557741,0
"28",3,50,2792,0.434766553966963,0.00531823592737935,0.7137,0.141414141414141,0.00501432664756447,0.280577719422281,0.00968523002421308,0.399023529532343,0.00547566878275234,0.7128,0.0555555555555556,0.00179083094555874,0.281231079717457,0.00346981263011797
"29",4,49,2833,0.476354442787699,0.00497933558578735,0.7096,0.118279569892473,0.00388280974232263,0.284849096598365,0.0075187969924812,0.457906668218027,0.00465541526544689,0.7086,0.0120481927710843,0.000352982703847511,0.285570232933347,0.000685871056241427
"30",3,49,3010,0.427114174040351,0.00402981999036305,0.6921,0.120879120879121,0.00365448504983389,0.302654152790393,0.00709448564979039,0.387855427394833,0.0102257828044642,0.6911,0.0123456790123457,0.000332225913621262,0.30335719326545,0.000647039792947266
"31",3,46,2870,0.416008252735635,0.0043602797949255,0.7051,0.101010101010101,0.00348432055749129,0.288859711140289,0.00673627484001347,0.384758946512953,0.00519820469427516,0.7045,0.043010752688172,0.00139372822299652,0.289290400726759,0.00269996625042187
"32",4,43,2750,0.429955544255441,0.00418779870706113,0.7181,0.112359550561798,0.00363636363636364,0.276460498436081,0.00704473406128919,0.40270752119846,0.00549652443352386,0.7177,0.0705882352941176,0.00218181818181818,0.276752395360565,0.00423280423280423
"33",5,43,2719,0.471859416304842,0.00541671629356467,0.7211,0.135416666666667,0.0047811695476278,0.273222940226171,0.00923623445825933,0.458404806692562,0.00568929849791684,0.7203,0.0568181818181818,0.00183891136447223,0.273809523809524,0.00356252226576416
"34",5,48,2822,0.450790637241609,0.00439597371502554,0.7097,0.0736842105263158,0.00248051027639972,0.284199899040888,0.00479945149125814,0.43510964990848,0.00509464412799396,0.7092,0.0222222222222222,0.00070871722182849,0.284561049445005,0.00137362637362637
"35",5,48,2886,0.410246611174627,0.00414555750233936,0.7039,0.105263157894737,0.00346500346500346,0.290358404846037,0.00670915800067092,0.367102658213798,0.00443434773422737,0.703,0.0116279069767442,0.000346500346500347,0.291002622553964,0.000672947510094213
"36",4,47,2937,0.431945207171735,0.00476611891730497,0.6998,0.157894736842105,0.00510725229826353,0.295002523977789,0.00989445910290238,0.391051374421859,0.00489877072518924,0.6988,0.0588235294117647,0.00170241743275451,0.295713565305093,0.00330906684315023
"37",4,43,2717,0.428004365246149,0.00346416183336461,0.7207,0.104166666666667,0.00368052999631947,0.273323909531502,0.00710984713828653,0.40510101010101,0.00455,0.7202,0.0549450549450549,0.00184026499815974,0.273690584317287,0.00356125356125356
"38",3,55,3037,0.446678290069068,0.00453905885319007,0.69,0.153846153846154,0.00460981231478433,0.305076193359572,0.00895140664961637,0.413779169613092,0.00395,0.6888,0.0253164556962025,0.000658544616397761,0.305916742263885,0.00128369704749679
"39",4,50,2917,0.430460944103689,0.00445866583844993,0.7013,0.127659574468085,0.00411381556393555,0.29325661215425,0.00797077382929259,0.385624103136181,0.00455586224888469,0.7003,0.0238095238095238,0.000685635927322592,0.293969342476805,0.00133288903698767
"40",3,50,2911,0.440079620025692,0.00398403825239736,0.7021,0.122222222222222,0.00377877018206802,0.29263370332997,0.00733088970343219,0.423380413132964,0.00513514569497887,0.7013,0.0365853658536585,0.00103057368601855,0.293204275055455,0.00200467758102239
"41",4,51,2943,0.43297019845027,0.00441087570531765,0.699,0.139784946236559,0.00441726129799524,0.295750479458968,0.00856389986824769,0.395353484609339,0.00458077957349458,0.698,0.036144578313253,0.00101936799184506,0.29646062317233,0.00198281559814937
"42",3,53,3089,0.437012143863322,0.00511208239074046,0.6843,0.153061224489796,0.00485594043379735,0.310442334881842,0.0094132412927518,0.401494408641218,0.00524268271939048,0.6832,0.0459770114942529,0.00129491744901263,0.311207505296076,0.00251889168765743
"43",3,48,2855,0.405959690478538,0.00430763886536443,0.7062,0.0970873786407767,0.00350262697022767,0.287460846721229,0.00676132521974307,0.363907117617365,0.00465,0.7052,0,0,0.28818007469466,0
"44",4,43,2705,0.409580974442952,0.00352592667309556,0.7215,0.074468085106383,0.00258780036968577,0.272360185746013,0.00500178635226867,0.377747800228381,0.00454984438045508,0.7209,0.0113636363636364,0.000369685767097967,0.272800645682002,0.000716075904045829
"45",2,53,3077,0.418980927816609,0.0045066748087547,0.6852,0.134020618556701,0.00422489437764056,0.309401191558114,0.00819155639571519,0.37382969582589,0.00439813259171479,0.684,0.0117647058823529,0.00032499187520312,0.310237014624307,0.000632511068943707
"46",4,47,2734,0.439059376219321,0.00496482439317122,0.7198,0.138297872340426,0.00475493782004389,0.274682010902483,0.00919377652050919,0.381632035505346,0.00405,0.7185,0,0,0.275632624256477,0
