"","Acc","Recall","Pre","FPR","Fmeasure","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",0.9138,0.0170940170940171,0.00267022696929239,0.0755843367398563,0.0046189376443418,0.9136,0,0,0.0757713707637835,0
"2",0.9035,0.0173913043478261,0.00234192037470726,0.0861911987860395,0.00412796697626419,0.9034,0.0087719298245614,0.00117096018735363,0.0862836334209994,0.00206611570247934
"3",0.9102,0.00854700854700855,0.00127713920817369,0.0791257715268643,0.00222222222222222,0.9102,0.00854700854700855,0.00127713920817369,0.0791257715268643,0.00222222222222222
"4",0.9113,0.0256410256410256,0.0038659793814433,0.078215116867348,0.00671892497200448,0.9111,0.00869565217391304,0.00128865979381443,0.0784016186140617,0.00224466891133558
"5",0.9187,0.0434782608695652,0.00706214689265537,0.0711178553363682,0.0121506682867558,0.9184,0.0178571428571429,0.00282485875706215,0.0713996763754045,0.0048780487804878
"6",0.9072,0.0347826086956522,0.0048721071863581,0.0826504805260496,0.00854700854700855,0.9069,0.00892857142857143,0.00121802679658952,0.0829288025889968,0.00214362272240086
"7",0.9038,0.00862068965517241,0.00117924528301887,0.0856940509915014,0.0020746887966805,0.9037,0,0,0.085786545270612,0
"8",0.9126,0.0413223140495868,0.00655307994757536,0.0767284138070655,0.0113122171945701,0.9122,0.00854700854700855,0.00131061598951507,0.0771020945057169,0.00227272727272727
"9",0.9122,0.0357142857142857,0.00516795865633075,0.0778721682847896,0.0090293453724605,0.9119,0.00917431192660551,0.00129198966408269,0.0781518552219189,0.00226500566251416
"10",0.916,0.00862068965517241,0.00137741046831956,0.0733508700930797,0.00237529691211401,0.9159,0,0,0.0734446130500759,0
"11",0.9022,0.0265486725663717,0.0034443168771527,0.0877920501668858,0.00609756097560976,0.9021,0.0178571428571429,0.00229621125143513,0.0878843042071197,0.00406917599186165
"12",0.9009,0.0258620689655172,0.00340522133938706,0.0888304330230676,0.00601805416248746,0.9006,0,0,0.0891069080610903,0
"13",0.9113,0.00833333333333333,0.00130039011703511,0.0777327935222672,0.00224971878515186,0.9112,0,0,0.077826130958405,0
"14",0.9105,0.0256410256410256,0.0038265306122449,0.0790245876758069,0.00665926748057714,0.9104,0.0172413793103448,0.00255102040816327,0.0791177660866046,0.00444444444444444
"15",0.9047,0.00847457627118644,0.001194743130227,0.0845982594616474,0.00209424083769634,0.9046,0,0,0.0846908833350197,0
"16",0.9043,0.0350877192982456,0.00470035252643948,0.0856767145458224,0.00829015544041451,0.904,0.00900900900900901,0.00117508813160987,0.0859540904034786,0.00207900207900208
"17",0.9055,0.0272727272727273,0.00356718192627824,0.084732052578362,0.00630914826498423,0.9053,0.00925925925925926,0.00118906064209275,0.0849171047310958,0.00210748155953635
"18",0.9095,0.0175438596491228,0.00251572327044025,0.0802144446692292,0.0044004400440044,0.9094,0.00884955752212389,0.00125786163522013,0.080307474461414,0.00220264317180617
"19",0.9081,0.0176991150442478,0.00246913580246914,0.0817234752705573,0.00433369447453954,0.908,0.00892857142857143,0.00123456790123457,0.0818163430420712,0.00216919739696312
"20",0.8989,0,0,0.0910102133683891,0,0.8989,0,0,0.0910102133683891,0
"21",0.9212,0.00862068965517241,0.00148367952522255,0.0680898421691623,0.00253164556962025,0.9211,0,0,0.0681841173495195,0
"22",0.9023,0.0265486725663717,0.00344827586206897,0.087690907251947,0.00610376398779247,0.902,0,0,0.0879676440849343,0
"23",0.9128,0.0512820512820513,0.00782268578878748,0.0770009106546595,0.0135746606334842,0.9125,0.0263157894736842,0.00391134289439374,0.077281003439207,0.00681044267877412
"24",0.9065,0.0087719298245614,0.00121506682867558,0.0831478858992515,0.00213447171824973,0.9064,0,0,0.0832406189946394,0
"25",0.9095,0.0087719298245614,0.00126103404791929,0.0801132915233664,0.00220507166482911,0.9095,0.0087719298245614,0.00126103404791929,0.0801132915233664,0.00220507166482911
"26",0.9113,0.0431034482758621,0.00640204865556978,0.0785107244030757,0.0111482720178372,0.9109,0.00892857142857143,0.00128040973111396,0.0788834951456311,0.00223964165733483
"27",0.9013,0.0265486725663717,0.00340909090909091,0.0887023364013351,0.00604229607250755,0.901,0,0,0.0889787664307381,0
"28",0.9084,0.0260869565217391,0.00371747211895911,0.0813353566009105,0.00650759219088937,0.9083,0.0175438596491228,0.00247831474597274,0.0814282824195832,0.00434310532030402
"29",0.9117,0.0260869565217391,0.00387596899224806,0.0779969650986343,0.00674915635545557,0.9114,0,0,0.0782766990291262,0
"30",0.9051,0.0256410256410256,0.0035799522673031,0.084488515632905,0.00628272251308901,0.9049,0.00869565217391304,0.00119331742243437,0.0846737481031866,0.00209863588667366
"31",0.9019,0.0427350427350427,0.005720823798627,0.0879287665688556,0.0100908173562059,0.9015,0.00884955752212389,0.0011441647597254,0.0882977647415799,0.00202634245187437
"32",0.9099,0.00884955752212389,0.00126582278481013,0.0798017598867199,0.00221483942414175,0.91,0.0175438596491228,0.00253164556962025,0.079708678939915,0.00442477876106195
"33",0.9168,0.00884955752212389,0.0013869625520111,0.0728228987559422,0.00239808153477218,0.9169,0.0175438596491228,0.00277392510402219,0.0727291118753793,0.00479041916167665
"34",0.9089,0.0175438596491228,0.00249687890137328,0.0808213635444062,0.00437158469945355,0.9088,0.00884955752212389,0.00124843945068664,0.0809143319510468,0.00218818380743982
"35",0.9122,0.0178571428571429,0.0025974025974026,0.0776699029126214,0.00453514739229025,0.912,0,0,0.0778564206268959,0
"36",0.9132,0.0344827586206897,0.00526315789473684,0.0764872521246459,0.0091324200913242,0.9129,0.00884955752212389,0.00131578947368421,0.0767674724385557,0.00229095074455899
"37",0.9141,0.0169491525423729,0.00268456375838926,0.0751872090669905,0.00463499420625724,0.914,0.00854700854700855,0.00134228187919463,0.0752807851866842,0.00232018561484919
"38",0.8925,0.036036036036036,0.00411522633744856,0.0978865406006674,0.00738688827331487,0.8922,0.00925925925925926,0.00102880658436214,0.0981601293974929,0.00185185185185185
"39",0.9039,0.0341880341880342,0.00469483568075117,0.0858039056966508,0.00825593395252838,0.9035,0,0,0.0861737635278649,0
"40",0.9051,0.0178571428571429,0.00237812128418549,0.0848503236245955,0.00419727177334732,0.905,0.00900900900900901,0.00118906064209275,0.0849428658104965,0.00210084033613445
"41",0.9026,0.0517241379310345,0.00689655172413793,0.0874140024281667,0.0121703853955375,0.9021,0.00900900900900901,0.00114942528735632,0.0878754171301446,0.00203873598369011
"42",0.9051,0.0593220338983051,0.00828402366863905,0.0848006476421777,0.0145379023883697,0.9046,0.0176991150442478,0.00236686390532544,0.0852634772934156,0.00417536534446764
"43",0.9011,0.0172413793103448,0.00228050171037628,0.0885269121813031,0.0040281973816717,0.9009,0,0,0.0887113089217075,0
"44",0.9184,0.0173913043478261,0.00283687943262411,0.0711178553363682,0.0048780487804878,0.9183,0.0087719298245614,0.00141843971631206,0.0712118146874368,0.00244200244200244
"45",0.913,0.0508474576271186,0.00785340314136126,0.0767051204209674,0.0136054421768707,0.9124,0,0,0.0772653721682848,0
"46",0.9145,0.0521739130434783,0.00797872340425532,0.0754678806272129,0.013840830449827,0.9139,0,0,0.0760287129713881,0
